579562,4591402
579484.4,4591691.8
579406.7,4591981.5
579329.1,4592271.3
579251.5,4592561.1
579173.8,4592850.9
579096.2,4593140.6
579018.5,4593430.4
578940.9,4593720.2
578863.2,4594010
578785.6,4594299.8
578707.9,4594589.5
578630.3,4594879.3
578552.6,4595169.1
578475,4595458.9
578397.4,4595748.6
578319.7,4596038.4
578242.1,4596328.2
578164.4,4596618
578086.8,4596907.8
578009.1,4597197.5
577931.5,4597487.3
577853.8,4597777.1
577776.2,4598066.9
577698.5,4598356.6
577620.9,4598646.4
577543.2,4598936.2
577465.6,4599226
577388,4599515.8
577310.3,4599805.5
577232.7,4600095.3
577155,4600385.1
577077.4,4600674.9
576999.7,4600964.6
576922.1,4601254.4
576844.4,4601544.2
576766.8,4601834
576689.1,4602123.8
576611.5,4602413.5
576533.9,4602703.3
576456.2,4602993.1
576378.6,4603282.9
576300.9,4603572.6
576223.3,4603862.4
576145.6,4604152.2
576068,4604442
575990.3,4604731.8
575912.7,4605021.5
575835,4605311.3
575757.4,4605601.1
575679.8,4605890.9
575602.1,4606180.6
575524.5,4606470.4
575446.8,4606760.2
575369.2,4607050
575291.5,4607339.8
575213.9,4607629.5
575136.2,4607919.3
575058.6,4608209.1
574980.9,4608498.9
574903.3,4608788.6
574825.6,4609078.4
574748,4609368.2
574670.4,4609658
574592.7,4609947.8
574515.1,4610237.5
574437.4,4610527.3
574359.8,4610817.1
574282.1,4611106.9
574204.5,4611396.6
574126.8,4611686.4
574049.2,4611976.2
573971.5,4612266
573893.9,4612555.8
573816.3,4612845.5
573738.6,4613135.3
573661,4613425.1
573583.3,4613714.9
573505.7,4614004.6
573428,4614294.4
573350.4,4614584.2
573272.7,4614874
573195.1,4615163.8
573117.4,4615453.5
573039.8,4615743.3
572962.2,4616033.1
572884.5,4616322.9
572806.9,4616612.6
572729.2,4616902.4
572651.6,4617192.2
572573.9,4617482
572496.3,4617771.8
572418.6,4618061.5
572341,4618351.3
572263.3,4618641.1
572185.7,4618930.9
572108,4619220.6
572030.4,4619510.4
571952.8,4619800.2
571875.1,4620090
571797.5,4620379.8
571719.8,4620669.5
579620,4591417.5
579542.3,4591707.3
579464.7,4591997.1
579387.1,4592286.8
579309.4,4592576.6
579231.8,4592866.4
579154.1,4593156.2
579076.5,4593446
578998.8,4593735.7
578921.2,4594025.5
578843.5,4594315.3
578765.9,4594605.1
578688.2,4594894.8
578610.6,4595184.6
578533,4595474.4
578455.3,4595764.2
578377.7,4596054
578300,4596343.7
578222.4,4596633.5
578144.7,4596923.3
578067.1,4597213.1
577989.4,4597502.8
577911.8,4597792.6
577834.1,4598082.4
577756.5,4598372.2
577678.9,4598662
577601.2,4598951.7
577523.6,4599241.5
577445.9,4599531.3
577368.3,4599821.1
577290.6,4600110.8
577213,4600400.6
577135.3,4600690.4
577057.7,4600980.2
576980,4601270
576902.4,4601559.7
576824.7,4601849.5
576747.1,4602139.3
576669.5,4602429.1
576591.8,4602718.8
576514.2,4603008.6
576436.5,4603298.4
576358.9,4603588.2
576281.2,4603878
576203.6,4604167.7
576125.9,4604457.5
576048.3,4604747.3
575970.6,4605037.1
575893,4605326.8
575815.4,4605616.6
575737.7,4605906.4
575660.1,4606196.2
575582.4,4606486
575504.8,4606775.7
575427.1,4607065.5
575349.5,4607355.3
575271.8,4607645.1
575194.2,4607934.8
575116.5,4608224.6
575038.9,4608514.4
574961.3,4608804.2
574883.6,4609094
574806,4609383.7
574728.3,4609673.5
574650.7,4609963.3
574573,4610253.1
574495.4,4610542.8
574417.7,4610832.6
574340.1,4611122.4
574262.4,4611412.2
574184.8,4611702
574107.1,4611991.7
574029.5,4612281.5
573951.9,4612571.3
573874.2,4612861.1
573796.6,4613150.8
573718.9,4613440.6
573641.3,4613730.4
573563.6,4614020.2
573486,4614310
573408.3,4614599.7
573330.7,4614889.5
573253,4615179.3
573175.4,4615469.1
573097.8,4615758.8
573020.1,4616048.6
572942.5,4616338.4
572864.8,4616628.2
572787.2,4616918
572709.5,4617207.7
572631.9,4617497.5
572554.2,4617787.3
572476.6,4618077.1
572398.9,4618366.8
572321.3,4618656.6
572243.7,4618946.4
572166,4619236.2
572088.4,4619526
572010.7,4619815.7
571933.1,4620105.5
571855.4,4620395.3
571777.8,4620685.1
579677.9,4591433
579600.3,4591722.8
579522.7,4592012.6
579445,4592302.4
579367.4,4592592.1
579289.7,4592881.9
579212.1,4593171.7
579134.4,4593461.5
579056.8,4593751.3
578979.1,4594041
578901.5,4594330.8
578823.8,4594620.6
578746.2,4594910.4
578668.6,4595200.1
578590.9,4595489.9
578513.3,4595779.7
578435.6,4596069.5
578358,4596359.3
578280.3,4596649
578202.7,4596938.8
578125,4597228.6
578047.4,4597518.4
577969.7,4597808.1
577892.1,4598097.9
577814.5,4598387.7
577736.8,4598677.5
577659.2,4598967.3
577581.5,4599257
577503.9,4599546.8
577426.2,4599836.6
577348.6,4600126.4
577270.9,4600416.1
577193.3,4600705.9
577115.6,4600995.7
577038,4601285.5
576960.3,4601575.3
576882.7,4601865
576805.1,4602154.8
576727.4,4602444.6
576649.8,4602734.4
576572.1,4603024.1
576494.5,4603313.9
576416.8,4603603.7
576339.2,4603893.5
576261.5,4604183.3
576183.9,4604473
576106.2,4604762.8
576028.6,4605052.6
575951,4605342.4
575873.3,4605632.1
575795.7,4605921.9
575718,4606211.7
575640.4,4606501.5
575562.7,4606791.3
575485.1,4607081
575407.4,4607370.8
575329.8,4607660.6
575252.1,4607950.4
575174.5,4608240.1
575096.9,4608529.9
575019.2,4608819.7
574941.6,4609109.5
